,Date,Activity Type,Activity Title,Session Type,Sesson Title,Start Time,End Time,Jersey No.,Position,Age,Height (cm),Weight (kg),Duration (min),Total Distance (m),Distance/min (m/min),RPE,Injury,Unnamed: 14,Unnamed: 15,Unnamed: 16
51,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47425,FB,30,173,72,39,"2,414.20",61.4,5,No,,,
52,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47426,CF,23,188,82,47,"3,352.20",70.8,4,No,,,
53,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47427,CDM,30,181,76,39,"2,803.90",71.3,4,No,,,
51,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47406,CB,30,189,86,61,"2,972.30",48.5,3,No,,,
52,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47407,CB,24,188,89,61,"3,167.00",51.6,4,No,,,
53,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47409,CM,32,186,78,61,"3,839.80",62.6,8,No,,,
54,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47410,WF,29,185,80,61,"3,452.10",56.3,7,No,,,
55,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47411,CAM,25,186,84,61,"3,766.50",61.4,4,No,,,
56,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47412,CF,29,186,79,61,"3,496.00",57.1,8,No,,,
57,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47413,WF,26,166,65,61,"2,926.20",47.7,4,No,,,
58,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47414,CM,30,186,80,61,"3,806.00",62.1,4,No,,,
59,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47415,CM,27,178,75,61,"3,681.60",60,4,No,,,
60,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47416,FB,23,180,82,61,"3,494.30",57,4,No,,,
61,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47420,WF,27,164,65,61,"3,569.70",58.2,6,No,,,
62,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47421,WF,25,176,69,61,"3,660.90",59.7,5,No,,,
63,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47422,FB,34,173,86,61,"3,714.70",60.6,5,No,,,
64,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47423,CB,36,173,78,61,463,7.5,5,No,,,
65,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47425,FB,30,173,72,61,"3,592.90",58.6,7,No,,,
66,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47426,CF,23,188,82,61,"3,442.90",56.1,8,No,,,
67,31/01/2023,Training,Strength,Full Session,Full Session,31/01/2023 16:26,31/01/2023 17:50,47427,CDM,30,181,76,61,"3,569.60",58.5,6,No,,,
60,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47407,CB,24,188,89,80,"6,103.00",76.8,4,No,,,
61,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47409,CM,32,186,78,89,"7,105.70",80.2,8,No,,,
62,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47411,CAM,25,186,84,89,"7,318.60",82.6,5,No,,,
63,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47415,CM,27,178,75,89,"6,958.90",78.5,5,No,,,
64,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47416,FB,23,180,82,89,"6,633.10",74.8,5,No,,,
65,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47420,WF,27,164,65,89,"6,520.60",73.6,7,No,,,
66,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47421,WF,25,176,69,89,"6,673.70",75.3,6,No,,,
67,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47425,FB,30,173,72,89,"6,651.90",75,8,No,,,
68,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47426,CF,23,188,82,89,"6,296.20",71,8,No,,,
69,01/02/2023,Training,Endurance ,Full Session,Full Session,01/02/2023 15:00,01/02/2023 16:50,47427,CDM,30,181,76,89,"7,111.30",80.2,7,No,,,
45,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47407,CB,24,188,89,54,"2,331.60",42.8,2,No,,,
46,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47409,CM,32,186,78,54,"2,633.50",48.4,6,No,,,
47,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47410,WF,29,185,80,54,"2,291.60",42.1,6,No,,,
48,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47411,CAM,25,186,84,54,"2,948.80",54.2,3,No,,,
49,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47412,CF,29,186,79,54,"2,369.30",43.5,5,No,,,
50,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47413,WF,26,166,65,54,"2,392.60",44,3,No,,,
51,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47414,CM,30,186,80,54,"2,948.20",54.2,2,No,,,
52,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47415,CM,27,178,75,54,"2,649.70",48.7,3,No,,,
53,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47420,WF,27,164,65,54,"2,671.10",49.1,2,No,,,
54,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47421,WF,25,176,69,54,"2,458.80",45.2,4,No,,,
55,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47422,FB,34,173,86,54,"2,818.70",51.8,3,No,,,
56,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47423,CB,36,173,78,54,"2,312.00",42.5,3,No,,,
57,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47425,FB,30,173,72,54,"2,723.00",50,6,No,,,
58,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47426,CF,23,188,82,54,"2,638.00",48.5,8,No,,,
59,03/02/2023,Training,Speed,Full Session,Full Session,03/02/2023 16:20,03/02/2023 18:06,47427,CDM,30,181,76,54,"2,997.90",55.1,5,No,,,
59,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47406,CB,30,189,86,64,"5,311.50",82.7,4,No,,,
60,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47409,CM,32,186,78,84,"8,139.90",96.6,8,No,,,
61,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47410,WF,29,185,80,84,"6,994.10",83,7,No,,,
62,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47411,CAM,25,186,84,74,"6,531.60",88,5,No,,,
63,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47412,CF,29,186,79,84,"6,633.80",78.7,7,No,,,
64,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47413,WF,26,166,65,84,"7,356.70",87.3,5,No,,,
65,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47414,CM,30,186,80,84,"8,929.60",106.3,5,Yes,,,
66,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47415,CM,27,178,75,84,"8,341.70",99,6,No,,,
67,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47416,FB,23,180,82,84,"7,918.80",94,5,No,,,
68,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47421,WF,25,176,69,84,"7,650.30",90.8,6,No,,,
69,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47422,FB,34,173,86,84,"7,855.50",93.2,6,No,,,
70,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47423,CB,36,173,78,84,"7,912.80",93.9,6,No,,,
71,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47425,FB,30,173,72,84,"7,441.70",88.7,7,No,,,
72,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47426,CF,23,188,82,84,"7,799.90",92.6,8,No,,,
73,08/02/2023,Training,Endurance,Full Session,Full Session,08/02/2023 15:45,08/02/2023 17:45,47427,CDM,30,181,76,84,"8,736.20",104,9,Yes,,,
52,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47407,CB,24,188,89,62,"5,297.60",85.2,3,No,,,
53,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47408,CB,20,180,75,62,"4,951.30",79.6,-,No,,,
54,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47409,CM,32,186,78,62,"5,215.80",83.9,8,No,,,
55,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47410,WF,29,185,80,62,"4,920.00",79.1,7,No,,,
56,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47411,CAM,25,186,84,62,"4,869.50",78.3,3,No,,,
57,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47412,CF,29,186,79,62,"5,105.70",82.1,-,No,,,
58,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47414,CM,30,186,80,62,"5,457.50",87.8,4,No,,,
59,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47415,CM,27,178,75,62,"4,769.30",76.7,3,No,,,
60,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47416,FB,23,180,82,62,"4,887.00",78.6,4,No,,,
61,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47421,WF,25,176,69,62,"5,173.50",83.2,-,No,,,
62,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47423,CB,36,173,78,62,"4,593.70",73.9,3,No,,,
63,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47425,FB,30,173,72,55,"3,562.50",65,6,No,,,
64,13/02/2023,Training,Endurance,Full Session,Full Session,13/02/2023 16:00,13/02/2023 17:25,47426,CF,23,188,82,62,"5,036.00",81,8,No,,,
33,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47406,CB,30,189,86,61,"4,352.70",71.2,2,No,,,
34,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47407,CB,24,188,89,61,"4,984.70",81.5,3,No,,,
35,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47409,CM,32,186,78,61,"4,912.20",80.4,6,No,,,
36,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47410,WF,29,185,80,60,"4,820.30",79.8,6,No,,,
37,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47411,CAM,25,186,84,61,"4,901.80",80.2,3,No,,,
38,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47414,CM,30,186,80,61,"4,715.70",77.1,3,No,,,
39,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47415,CM,27,178,75,61,"4,490.10",73.4,3,No,,,
40,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47420,WF,27,164,65,60,"7,071.70",117.85,8,Yes,,,
41,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47422,FB,34,173,86,61,"4,844.80",79.2,4,No,,,
42,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47423,CB,36,173,78,61,"4,939.60",80.8,4,No,,,
43,14/02/2023,Training,Speed,Full Session,Full Session,14/02/2023 16:00,14/02/2023 17:24,47427,CDM,30,181,76,61,"4,405.70",72.1,6,No,,,
45,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47406,CB,30,189,86,49,"3,326.10",67.6,3,No,,,
46,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47409,CM,32,186,78,49,"3,694.20",75.1,5,No,,,
47,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47410,WF,29,185,80,49,"3,784.50",76.9,5,No,,,
48,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47411,CAM,25,186,84,49,"3,945.60",80.2,3,No,,,
49,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47412,CF,29,186,79,49,"3,268.40",66.4,-,No,,,
50,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47413,WF,26,166,65,49,"3,328.70",67.6,3,No,,,
51,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47414,CM,30,186,80,49,"4,115.30",83.6,4,No,,,
52,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47415,CM,27,178,75,49,"3,676.30",74.7,3,No,,,
53,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47416,FB,23,180,82,49,"3,686.60",74.9,3,No,,,
54,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47421,WF,25,176,69,49,"3,599.40",73.1,-,No,,,
55,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47422,FB,34,173,86,49,"3,769.00",76.6,3,No,,,
56,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47423,CB,36,173,78,49,"3,175.50",64.5,4,No,,,
57,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47425,FB,30,173,72,49,"3,226.90",65.6,4,No,,,
58,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47426,CF,23,188,82,49,"3,497.40",71.1,5,No,,,
59,17/02/2023,Training,Endurance ,Full Session,Full Session,17/02/2023 15:50,17/02/2023 17:30,47427,CDM,30,181,76,49,"3,920.50",79.7,5,No,,,
45,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47406,CB,30,189,86,49,"3,197.85",65.3,2,No,,,
46,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47409,CM,32,186,78,49,"3,151.03",64.3,2,No,,,
47,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47410,WF,29,185,80,49,"3,382.12",69,3,No,,,
48,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47411,CAM,25,186,84,49,"3,248.37",66.3,2,No,,,
49,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47412,CF,29,186,79,49,"3,147.06",64.2,-,No,,,
50,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47413,WF,26,166,65,49,"3,194.79",65.2,2,No,,,
51,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47414,CM,30,186,80,49,"3,141.20",64.1,2,No,,,
52,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47415,CM,27,178,75,49,"3,194.47",65.2,2,No,,,
53,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47416,FB,23,180,82,49,"3,455.44",70.5,3,No,,,
54,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47421,WF,25,176,69,49,"3,385.08",69,-,No,,,
55,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47422,FB,34,173,86,49,"3,133.47",63.9,3,No,,,
56,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47423,CB,36,173,78,49,"3,371.79",68.8,2,No,,,
57,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47425,FB,30,173,72,49,"3,028.11",61.8,2,No,,,
58,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47426,CF,23,188,82,49,"3,277.83",66.9,3,No,,,
59,18/02/2023,Training,Activation,Full Session,Full Session,18/02/2023 08:30,18/02/2023 09:23,47427,CDM,30,181,76,49,"3,187.70",65,2,No,,,
44,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47412,CF,29,186,79,71,"4,811.40",67.8,-,No,,,
45,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47413,WF,26,166,65,71,"5,000.30",70.4,5,No,,,
46,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47414,CM,30,186,80,71,"5,117.10",72.1,4,No,,,
47,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47415,CM,27,178,75,71,"4,879.90",68.7,5,No,,,
48,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47416,FB,23,180,82,71,"4,902.20",69,4,No,,,
49,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47421,WF,25,176,69,71,"5,033.10",70.9,-,No,,,
50,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47422,FB,34,173,86,71,"4,681.00",65.9,5,No,,,
51,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47423,CB,36,173,78,71,"4,939.50",69.6,5,No,,,
52,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47425,FB,30,173,72,71,"4,730.30",66.6,7,No,,,
53,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47426,CF,23,188,82,71,"4,649.50",65.5,8,No,,,
54,22/02/2023,Training,Strength,Full Session,Full Session,22/02/2023 15:04,22/02/2023 17:04,47427,CDM,30,181,76,71,"4,942.30",69.6,7,No,,,
38,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47406,CB,30,189,86,75,"6,104.40",80.9,4,No,,,
39,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47408,CB,20,180,75,75,"6,570.00",87,-,No,,,
40,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47409,CM,32,186,78,75,"6,700.50",88.7,7,No,,,
41,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47411,CAM,25,186,84,75,"6,721.10",89,4,No,,,
42,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47412,CF,29,186,79,75,"6,084.10",80.6,-,No,,,
43,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47413,WF,26,166,65,75,"6,407.40",84.9,4,No,,,
44,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47414,CM,30,186,80,55,"4,833.20",87.2,4,No,,,
45,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47415,CM,27,178,75,75,"6,856.90",90.8,4,No,,,
46,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47416,FB,23,180,82,75,"6,793.60",90,4,No,,,
47,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47421,WF,25,176,69,75,"6,581.60",87.2,-,No,,,
48,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47422,FB,34,173,86,75,"6,071.90",80.4,4,No,,,
49,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47425,FB,30,173,72,75,"6,033.50",79.9,7,No,,,
50,23/02/2023,Training,Endurance,Full Session,Full Session,23/02/2023 14:36,23/02/2023 16:36,47426,CF,23,188,82,75,"6,250.80",82.8,7,No,,,
44,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47406,CB,30,189,86,61,"4,058.30",66.6,2,No,,,
45,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47407,CB,24,188,89,61,"4,535.70",74.4,2,No,,,
46,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47409,CM,32,186,78,61,"4,329.80",71.1,3,No,,,
47,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47410,WF,29,185,80,61,"4,581.70",75.2,2,No,,,
48,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47411,CAM,25,186,84,61,"4,456.20",73.1,2,No,,,
49,24/02/2023,Training,Speed,Full Session,Full Session,13/04/2023 16:46,24/02/2023 18:10,47412,CF,29,186,79,61,"3,445.40",56.5,-,No,,,
50,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47413,WF,26,166,65,52,"2,763.00",53.4,2,No,,,
51,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47414,CM,30,186,80,61,"5,120.30",84,7,Yes,,,
52,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47415,CM,27,178,75,61,"4,272.00",70.1,2,No,,,
53,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47416,FB,23,180,82,61,"4,736.30",77.7,2,No,,,
54,24/02/2023,Training,Speed,Full Session,Full Session,13/04/2023 16:46,24/02/2023 18:10,47421,WF,25,176,69,61,"4,133.60",67.8,-,No,,,
55,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47423,CB,36,173,78,61,"4,346.30",71.3,3,No,,,
56,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47425,FB,30,173,72,61,"4,649.00",76.3,3,No,,,
57,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47426,CF,23,188,82,61,"4,351.80",71.4,3,No,,,
58,24/02/2023,Training,Speed,Full Session,Full Session,24/02/2023 16:46,24/02/2023 18:10,47427,CDM,30,181,76,61,"4,714.20",77.4,3,No,,,
44,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47409,CM,32,186,78,75,"5,695.50",76,9,No,,,
45,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47410,WF,29,185,80,75,"5,092.00",67.9,8,No,,,
46,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47412,CF,29,186,79,75,"5,219.30",69.6,-,No,,,
47,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47416,FB,23,180,82,63,"4,321.30",68.1,6,No,,,
48,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47420,WF,27,164,65,75,"5,912.20",78.8,7,No,,,
49,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47421,WF,25,176,69,75,"5,341.70",71.2,-,No,,,
50,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47422,FB,34,173,86,75,"5,251.00",70,9,No,,,
51,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47423,CB,36,173,78,75,"5,378.80",71.7,5,No,,,
52,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47425,FB,30,173,72,75,"5,358.00",71.5,9,No,,,
53,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47426,CF,23,188,82,75,"5,119.90",68.3,6,No,,,
54,01/03/2023,Training,Strength,Full Session,Full Session,01/03/2023 15:52,01/03/2023 17:37,47427,CDM,30,181,76,75,"5,910.20",78.8,7,No,,,
30,02/03/2023,Training,Endurance ,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47409,CM,32,186,78,72,"6,489.10",90.5,9,No,,,
31,02/03/2023,Training,Endurance ,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47410,WF,29,185,80,72,"6,243.80",87.1,9,No,,,
32,02/03/2023,Training,Endurance ,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47412,CF,29,186,79,72,"5,974.00",83.4,-,No,,,
33,02/03/2023,Training,Endurance ,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47416,FB,23,180,82,72,"6,130.90",85.5,5,No,,,
34,02/03/2023,Training,Endurance ,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47420,WF,27,164,65,72,"6,563.40",91.6,7,No,,,
35,02/03/2023,Training,Endurance ,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47421,WF,25,176,69,72,"6,172.60",86.1,-,No,,,
36,02/03/2023,Training,Endurance ,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47422,FB,34,173,86,72,"6,184.60",86.3,6,No,,,
37,02/03/2023,Training,Endurance,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47425,FB,30,173,72,72,"6,146.70",85.8,9,Yes,,,
